result_id,event_title,edition,edition_id,sport,sport_url,result_date,result_location,result_participants,result_format,result_detail,,,
925052,"400 metres Hurdles, Handicap, Men",1900 Summer Olympics,2,Athletics,/editions/2/sports/ATH,19 July 1900,"Croix Catelan, Bois de Boulogne, Paris",6 from 4 countries,na,na,,,
51501,"Muzzle-Loading Pistol, 25 metres, Men1",1896 Summer Olympics,1,Shooting,/editions/1/sports/SHO,11 April 1896 — 11:00,"Skopeftirion, Kallithea",4 from 3 countries,"25 metres. Five six-shot strings. Score for each string determined by multiplying target hits by points scored. Target scoring 1-6. String possible 216. Total possible 1,080.",na,,,
351030,"Individual, Men",2016 Summer Olympics,59,Golf,/editions/59/sports/GLF,11 – 14 August 2016,"Campo Olímpico de Golfe, Reserva de Marapendi, Barra da Tijuca, Rio de Janeiro",60 from 34 countries,72 holes stroke play,Course Length: 6516 m (7128 y)Course Par: 71,,,
104346,"Épée, Team, Men",1980 Summer Olympics,20,Fencing,/editions/20/sports/FEN,30 – 31 July 1980,"Futbolny polya, Legkoatletichesky futbolny kompleks, Moskva",53 from 11 countries,na,na,,,
19019513,"Giant Slalom, Women1",2022 Winter Olympics,62,Alpine Skiing,/editions/62/sports/ALP, 7 February 2022 — 9:30,"Yanqing National Alpine Skiing Centre, West Dazhuangke, Zhangshanying, Yanqing District (Ice River)",80 from 49 countries,"Two runs, total time determined placement.","Gates          : 47      Length         : ?       Start Altitude : 1,925 m Vertical Drop  : 424 m   ",,,
396039,"Team, Women",2016 Summer Olympics,59,Table Tennis,/editions/59/sports/TTE,12 – 16 August 2016,"Riocentro Pavilhão 3, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",48 from 16 countries,na,na,,,
925785,"Long Jump - Olympic Collegiate Championship, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,25 June 1904,"Francis Field, Washington University, St. Louis",4 from 1 countries,na,na,,,
924415,"Parallel Giant Slalom, Women",2010 Winter Olympics,57,Snowboarding,/editions/57/sports/SBD,26 February 2010,"Cypress Mountain, West Vancouver",29 from 15 countries,na,CAN,,,
51629,"Running Target, Single Shot, Team, Men",1924 Summer Olympics,8,Shooting,/editions/8/sports/SHO, 2 July 1924,"Le Stand de Versailles, Versailles",25 from 7 countries,"Four-man teams. 50 possible per shooter, 200 possible per team.",na,,,
302147,"Heptathlon, Women",2012 Summer Olympics,54,Athletics,/editions/54/sports/ATH,3 –  4 August 2012,"Olympic Stadium, Olympic Park, Stratford, London",38 from 24 countries,Scoring by 1985 point tables.,na,,,
1955,"5 kilometres, Women",1968 Winter Olympics,38,Cross Country Skiing,/editions/38/sports/CCS,13 February 1968,Autrans,34 from 11 countries,na,Course Length: ?Height Differential: 100 mMaximum Climb: 65 mTotal Climbing: 170 m,,,
313012,"Floor Exercise, Men",2012 Summer Olympics,54,Artistic Gymnastics,/editions/54/sports/GAR,28 July –  5 August 2012,"North Greenwich Arena, Greenwich, London",70 from 33 countries,na,na,,,
19000194,"200 metres Freestyle, Women",2020 Summer Olympics,61,Swimming,/editions/61/sports/SWM,26 – 31 July 2021,"Olympic Aquatics Centre, 2-1, 2chome, Tatsumi, Koto-ku, Tatsumi-no-Mori Seaside Park, Tokyo, Japan",29 from 23 countries,na,na,,,
10067,"Multihull (Tornado), Open",1980 Summer Olympics,20,Sailing,/editions/20/sports/SAL,21 – 29 July 1980,"Tallinna Olümpiapurjespordikeskus, Tallinn",22 from 11 countries,Points awarded for placement in each race.  Best six of seven scores to count for final placement.,na,,,
259098,"Team, Open",2008 Summer Olympics,53,Equestrian Dressage,/editions/53/sports/EDR,13 – 14 August 2008,"Xianggang Tiyu Xueyuan, Hong Kong",33 from 11 countries,Three-rider teams. Team score is average of individual rider scores. Individual score used from round one (Grand Prix) of individual event.,na,,,
51649,"Rapid-Fire Pistol, 25 metres, Men",1956 Summer Olympics,14,Shooting,/editions/14/sports/SHO,4 –  5 December 1956 — 9:00,"Merrett Rifle Range, Williamstown, Victoria",35 from 22 countries,50 metres. 60 shots in two courses of 30. 600 possible. Placement determined by hits on target with tie-breaking by points.,na,,,
1194,"Downhill, Men",1952 Winter Olympics,34,Alpine Skiing,/editions/34/sports/ALP,16 February 1952 — 13:00,Norefjell,82 from 27 countries,na,UNK,,,
134093,"Middleweight, Greco-Roman (≤74 kilograms), Men",2004 Summer Olympics,26,Wrestling,/editions/26/sports/WRE,25 – 26 August 2004,"Olympiako Gymnastirio Ano Liosion, Ano Liossia",20 from 20 countries,"Round-robin pools, winner of each pool advanced to single-elimination tournament.",na,,,
14386,"Pairs, Mixed",2006 Winter Olympics,49,Figure Skating,/editions/49/sports/FSK,11 – 13 February 2006,"Palavela, Torino",40 from 12 countries,Total of points from short program and free skating.,na,,,
255509,"Canadian Singles, 500 metres, Men",1976 Summer Olympics,19,Canoe Sprint,/editions/19/sports/CSP,28 – 30 July 1976,"Bassin olympique, Île Notre Dame, Montréal, Québec",15 from 15 countries,na,na,,,
925104,"Longest time travelled (#1), Handicap, Open",1900 Summer Olympics,2,Ballooning,/editions/2/sports/BLN,17 – 18 June 1900,"L'Aérostation, Parc de Vincennes, Paris",16 from 1 countries,na,na,,,
1028,"3,000 metres, Women",1968 Winter Olympics,38,Speed Skating,/editions/38/sports/SSK,12 February 1968 — 9:30,"L'Anneau de Vitesse, Grenoble",26 from 12 countries,na,na,,,
322344,"4 x 100 metres Medley Relay, Men",2012 Summer Olympics,54,Swimming,/editions/54/sports/SWM,3 –  4 August 2012,"London Aquatics Centre, Olympic Park, Stratford, London",72 from 16 countries,na,na,,,
2090,"30 kilometres (Mass Start, Freestyle), Men",2002 Winter Olympics,47,Cross Country Skiing,/editions/47/sports/CCS, 9 February 2002 — 12:30,"Soldier Hollow, Wasatch Mountain State Park",78 from 32 countries,na,Course Length: ?Height Differential: 80 mIntermediate 1: 7.5 kmIntermediate 2: 15.0 kmIntermediate 3: 22.5 kmMaximum Climb: 52 mTotal Climbing: 1144 m,,,
6505,"1,500 metres Freestyle, Men",1976 Summer Olympics,19,Swimming,/editions/19/sports/SWM,19 – 20 July 1976,"Piscine olympique, Montréal, Québec",31 from 20 countries,na,na,,,
59906,"Decathlon, Men",1960 Summer Olympics,15,Athletics,/editions/15/sports/ATH,5 –  6 September 1960,"Stadio Olimpico, Roma",30 from 20 countries,Scoring by 1950/1952 point tables.,na,,,
15442,"Lightweight (≤63 kilograms), Men",1976 Summer Olympics,19,Judo,/editions/19/sports/JUD,30 July 1976 — 14:00-20:00,"Vélodrome olympique, Parc olympique, Montréal, Québec",27 from 27 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the winner of each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,,,
9000247,"Four, Open",2018 Winter Olympics,60,Bobsleigh,/editions/60/sports/BOB,24 – 25 February 2018,"Olympic Sliding Centre, Alpensia Resort, Mountain Cluster, Daegwallyeong",116 from 18 countries,"Four runs, total time determined placement. Only the best 20 teams contest the final run.","Curves: 16Length: 1,376 mStart Altitude: 930 mVertical Drop: 116 m",,,
925733,"Shot Put, Handicap - AAU Handicap Meet, Men",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH, 2 June 1904,"Francis Field, Washington University, St. Louis",3 from 1 countries,na,na,,,
257120,"Team, Women",2008 Summer Olympics,53,Archery,/editions/53/sports/ARC,9 – 10 August 2008,"Beijing Aolinpike Gongyuan Shejianchang, Beijing Aolinpike Gongyuan, Beijing",30 from 10 countries,"Teams consisted of three archers.  Ranking rounds scores based on scores carried over from individual ranking round.  Tie-breaking for the final placements was done by the following method.  Losers in each round were ranked according to the score they shot in that round.  Ties in that round were broken by the number of 10s shot in that round and then the number of 9s shot in that round.  If still tied the score in the preceding round was used as the tie-breaker, followed by number of 10s, and then number of 9s in the preceding round.  Team event shot entirely at 70 metres.  Matches consisted of 27 arrows, 9 per archer.",na,,,
9001055,"1,500 metres, Women",2018 Winter Olympics,60,Speed Skating,/editions/60/sports/SSK,12 February 2018 — 21:30,"Gangneung Oval, Gangneung Olympic Park, Coastal Cluster, Gangneung",27 from 14 countries,na,na,,,
70782,"Floor Exercise, Men",2000 Summer Olympics,25,Artistic Gymnastics,/editions/25/sports/GAR,16 – 24 September 2000,"Sydney SuperDome, Olympic Park, Sydney, New South Wales",76 from 26 countries,na,na,,,
319094,"Coxless Pairs, Men",2012 Summer Olympics,54,Rowing,/editions/54/sports/ROW,28 July –  3 August 2012,"Eton Dorney, Windsor",26 from 13 countries,na,na,,,
305373,"Flyweight (48-51 kilograms), Women",2012 Summer Olympics,54,Boxing,/editions/54/sports/BOX,1 – 12 August 2012,"ExCeL, Newham, London",12 from 12 countries,Single elimination tournament.,na,,,
8274,"400 metres Individual Medley, Women",1996 Summer Olympics,24,Swimming,/editions/24/sports/SWM,20 July 1996,"Georgia Tech Aquatic Center, Atlanta, Georgia",31 from 24 countries,na,na,,,
923583,"Sprint (Classical), Women",2010 Winter Olympics,57,Cross Country Skiing,/editions/57/sports/CCS,17 February 2010,"Whistler Olympic Park, Whistler",54 from 27 countries,Final standings based on time achieved in last round competed in.,"Course Length: 1,430 mHeight Differential: 25 mMaximum Climb: 25 mTotal Climbing: 44 m",,,
900017,"Bicycle Polo, Men",1908 Summer Olympics,5,Bicycle Polo,/editions/5/sports/BPO,13 July 1908,"White City Stadium, London",9 from 2 countries,na,na,,,
185553,"Team, Open",2004 Summer Olympics,26,Equestrian Jumping,/editions/26/sports/EJP,24 August 2004,"Olympiako Kentro Ippasias Markopoulou, Markopoulo",64 from 16 countries,Two rounds.  Four rider teams.  Best three scores in each round determined team total.  Separate competition.,na,,,
14189,"Singles, Women",1998 Winter Olympics,46,Figure Skating,/editions/46/sports/FSK,18 – 20 February 1998,"White Ring, Nagano",28 from 21 countries,"In each section, skaters were ranked on Ordinal Placement, based on judges' points, with final placement for each section determined by Majority Placements.  Thus, if a skater was ranked first by a majority of the judges, that skater was placed first overall for that section.  Ties were broken by a Subsequent Majority rule, i.e., if the skaters were ranked for the same position by the same number of judges, Majority Placement for the next higher position for each skater determined who was ranked higher.  Final placement was determined by factored placements.  The tiebreakers were then 1) Number of Majority Placements, 2) Total Ordinals of Majority, 3) Total Ordinals.  The placement for the Short Program was factored by 0.5 (33.3%), and the placement for Free Skating was factored by 1.0 (66.7%).  The sums of the factored placements were then used to determine final placement, with the Free Skating being the tiebreaker.",na,,,
120055,"Welterweight, Freestyle (≤158 pounds), Men",1904 Summer Olympics,3,Wrestling,/editions/3/sports/WRE,14 – 15 October 1904,"Francis Field, Washington University, St. Louis",10 from 1 countries,Single-elimination tournament,na,,,
925067,"2,500 metres Steeplechase, Professionals, Men",1900 Summer Olympics,2,Athletics,/editions/2/sports/ATH, 1 July 1900,"Croix Catelan, Bois de Boulogne, Paris",3 from 1 countries,na,na,,,
350433,"Skeleton, Men",2014 Winter Olympics,58,Skeleton,/editions/58/sports/SKN,14 – 15 February 2014,"Tsentr Sannogo Sporta Sanki, Mountain Cluster, Rzhanaya Polyana",27 from 16 countries,"Four runs, total time determined placement. Top 20 after three runs qualified for final run.",Curves: 17Length: 1500 mStart Altitude: 837 mVertical Drop: 125.5 m,,,
64577,"Heptathlon, Women",1992 Summer Olympics,23,Athletics,/editions/23/sports/ATH,1 –  2 August 1992,"Estadio Olímpico de Montjuïc, Barcelona",32 from 22 countries,Scoring by 1985 point tables.,na,,,
29788,"Super-Heavyweight (>110 kilograms), Men",1980 Summer Olympics,20,Weightlifting,/editions/20/sports/WLF,30 July 1980 — 19:00,"Dvorets sporta Izmaylovo, Moskva",12 from 8 countries,Total of best lifts in snatch and clean & jerk determined placement.  Ties broken by lightest bodyweight.,na,,,
6634,"400 metres Freestyle, Women",1976 Summer Olympics,19,Swimming,/editions/19/sports/SWM,20 July 1976,"Piscine olympique, Montréal, Québec",34 from 22 countries,na,na,,,
357302,"400 metres Individual Medley, Women",2016 Summer Olympics,59,Swimming,/editions/59/sports/SWM, 6 August 2016,"Estádio Aquático Olímpico, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",33 from 23 countries,na,na,,,
22501,"Bantamweight (≤54 kilograms), Men",1952 Summer Olympics,13,Boxing,/editions/13/sports/BOX,28 July –  2 August 1952,"Messuhalli I, Helsinki",23 from 23 countries,Single elimination tournament.,na,,,
9300,"30 metres², Open",1920 Summer Olympics,7,Sailing,/editions/7/sports/SAL,7 –  9 July 1920,Oostende,3 from 1 countries,"Three races, with final places decided by total points. Point-for-place scoring for each race.",na,,,
66256,"Hammer Throw, Men",2004 Summer Olympics,26,Athletics,/editions/26/sports/ATH,20 – 22 August 2004,"Olympiako Stadio, Olympiako Athletiko Kentro Athinon Spiros Loues, Maroussi",35 from 24 countries,na,na,,,
120986,"Heavyweight, Greco-Roman (&gt;82.5 kilograms), Men",1920 Summer Olympics,7,Wrestling,/editions/7/sports/WRE,17 – 20 August 1920,"Feestzaal, Koninklijke Zoölogische Maatschappij, Antwerpen",19 from 12 countries,Single-elimination tournament.  All those losing to the winner wrestle in a single-elimination tournament for 2nd-place.  All those losing to the runner-up then wrestle in a single-elimination tournament for 3rd-place.,na,,,
258910,"Individual Pursuit, 4000 metres, Men",2008 Summer Olympics,53,Cycling Track,/editions/53/sports/CTR,15 – 16 August 2008,"Laoshan Zixingcheguan, Beijing",18 from 12 countries,na,na,,,
355818,"Featherweight, Freestyle (≤53 kilograms), Women",2016 Summer Olympics,59,Wrestling,/editions/59/sports/WRE,18 August 2016,"Arena Carioca 2, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",19 from 19 countries,Single elimination tournament. Competitors losing to the finalists entered repechage tournament for bronze medals.,na,,,
16121,"Half-Lightweight (≤65 kilograms), Men",1984 Summer Olympics,21,Judo,/editions/21/sports/JUD, 5 August 1984 — 16:00-20:00,"Eagle's Nest Arena, California State University at Los Angeles, Los Angeles, California",34 from 34 countries,"Two single-elimination pools, with winner of each pool advanced to the final. All judoka losing to the winner of each pool advanced to repêchage pools, with the winners of the repêchage pools earning bronze medals.",na,,,
134,"Doubles, Open",1988 Winter Olympics,43,Luge,/editions/43/sports/LUG,19 February 1988,"Canada Olympic Park, Calgary (Bobsleigh/Luge Track)",36 from 11 countries,"Two runs, total time determined placement.",Curves: 10Length: 1080 mStart Altitude: 1281 mVertical Drop: 81 m,,,
70786,"Parallel Bars, Men",2000 Summer Olympics,25,Artistic Gymnastics,/editions/25/sports/GAR,16 – 25 September 2000,"Sydney SuperDome, Olympic Park, Sydney, New South Wales",81 from 30 countries,na,na,,,
67556,"Individual, Women",2000 Summer Olympics,25,Rhythmic Gymnastics,/editions/25/sports/GRY,28 September –  1 October 2000,"The Dome and Exhibition Complex, Olympic Park, Sydney, New South Wales",24 from 19 countries,na,na,,,
316510,"Middleweight (≤90 kilograms), Men",2012 Summer Olympics,54,Judo,/editions/54/sports/JUD, 1 August 2012,"ExCeL, Newham, London (Hall 2)",30 from 30 countries,Losing quarter-finalists compete against losing semi-finalist for bronze.,na,,,
1016,"10,000 metres, Men",1964 Winter Olympics,37,Speed Skating,/editions/37/sports/SSK, 7 February 1964 — 17:00,"Eisschnellaufbahn im Olympiaeisstadion, Innsbruck",33 from 19 countries,na,na,,,
4630,"4 x 200 metres Freestyle Relay, Men",1912 Summer Olympics,6,Swimming,/editions/6/sports/SWM,12 – 15 July 1912,"Simstadion, Djurgårdsbrunnsviken, Stockholm",20 from 5 countries,na,na,,,
92604,"Sabre, Team, Men",1964 Summer Olympics,16,Fencing,/editions/16/sports/FEN,22 – 23 October 1964,"Memorial Hall, Waseda Daigaku, Shinjuku, Tokyo",61 from 13 countries,na,na,,,
64768,"3,000 metres Steeplechase, Men",1996 Summer Olympics,24,Athletics,/editions/24/sports/ATH,29 July –  2 August 1996,"Centennial Olympic Stadium, Atlanta, Georgia",35 from 22 countries,na,na,,,
1233,"Downhill, Women",1964 Winter Olympics,37,Alpine Skiing,/editions/37/sports/ALP, 6 February 1964 — 15:15,"Axamer Lizum, Axams (Hoadl)",43 from 15 countries,na,UNK,,,
925827,"Long Jump - Olympic Championships of the Public Schools Athletic League, High School Events, Boys",1904 Summer Olympics,3,Athletics,/editions/3/sports/ATH,—,"Francis Field, Washington University, St. Louis",4 from 1 countries,na,na,,,
60855,"100 metres, Women",1968 Summer Olympics,17,Athletics,/editions/17/sports/ATH,14 – 15 October 1968,"Estadio Olímpico Universitario, Ciudad de México",42 from 22 countries,na,na,,,
307130,"Kayak Singles, 500 metres, Women",2012 Summer Olympics,54,Canoe Sprint,/editions/54/sports/CSP,7 –  9 August 2012,"Eton Dorney, Windsor",25 from 25 countries,na,na,,,
332184,"Light-Heavyweight, Greco-Roman (≤84 kilograms), Men",2012 Summer Olympics,54,Wrestling,/editions/54/sports/WRE, 6 August 2012,"ExCeL, Newham, London (North Arena 2)",20 from 20 countries,Single elimination tournament. Competitors losing to the finalists entered repechage tournament for bronze medals.,na,,,
153659,"Tandem Sprint, 2,000 metres, Men",1952 Summer Olympics,13,Cycling Track,/editions/13/sports/CTR,28 – 31 July 1952,"Helsingin Velodromi, Helsinki",28 from 14 countries,na,na,,,
359290,"Heptathlon, Women",2016 Summer Olympics,59,Athletics,/editions/59/sports/ATH,12 – 13 August 2016,"Estádio Olímpico João Havelange, Engenho de Dentro, Rio de Janeiro",31 from 21 countries,Scoring by 1985 point tables.,na,,,
20077,"Ice Hockey, Men",1936 Winter Olympics,32,Ice Hockey,/editions/32/sports/IHO,6 – 16 February 1936,"Olympia-Kunsteisstadion, Garmisch-Partenkirchen / Olympia-Eissportplatz am Rießersee, Garmisch-Partenkirchen",174 from 15 countries,"Round-robin pools, followed by round-robin semi-finals and medal rounds.",na,,,
8216,"200 metres Backstroke, Women",1996 Summer Olympics,24,Swimming,/editions/24/sports/SWM,25 July 1996,"Georgia Tech Aquatic Center, Atlanta, Georgia",33 from 28 countries,na,na,,,
51917,"Small-Bore Rifle, Three Positions, 50 metres, Women",1996 Summer Olympics,24,Shooting,/editions/24/sports/SHO,24 July 1996,"Wolf Creek Shooting Complex, Atlanta, Georgia",38 from 21 countries,na,na,,,
1339,"Giant Slalom, Women",1980 Winter Olympics,41,Alpine Skiing,/editions/41/sports/ALP,20 – 21 February 1980,"Whiteface Mountain Ski Area, Lake Placid",48 from 21 countries,"Two runs, total time determined placement.",Gates: 50Length: 1231 mStart Altitude: ?Vertical Drop: 364 m,,,
185169,"Team, Open",1956 Equestrian Olympics,48,Equestrian Dressage,/editions/48/sports/EDR,15 – 16 June 1956 — 9:00,"Stockholms Olympiastadion, Stockholm",24 from 8 countries,"Three rider teams, all three scores to count.  Team/individual competitions held concurrently.",na,,,
6995,"1,500 metres Freestyle, Men",1984 Summer Olympics,21,Swimming,/editions/21/sports/SWM,3 –  4 August 1984,"Olympic Swim Stadium, University of Southern California, Los Angeles, California",27 from 19 countries,na,na,,,
4432,"Underwater Swimming, Men",1900 Summer Olympics,2,Swimming,/editions/2/sports/SWM,12 August 1900 — 9:00,"Seine, Pont de Courbevoie – Pont d'Asnières, Paris",14 from 4 countries,Two points were awarded for each metre swum and one point was awarded for each second swum underwater. Final only.,na,,,
40957,"Team, Men",1996 Summer Olympics,24,Archery,/editions/24/sports/ARC,28 July –  2 August 1996,"Stone Mountain Archery Center, Stone Mountain, Georgia",45 from 15 countries,"Teams consisted of three archers.  Ranking rounds scores based on scores carried over from individual ranking round.  Tie-breaking for the final placements was done by the following method.  Losers in each round were ranked according to the score they shot in that round.  Ties in that round were broken by the number of 10s shot in that round and then the number of 9s shot in that round.  If still tied the score in the preceding round was used as the tie-breaker, followed by number of 10s, and then number of 9s in the preceding round.  Team event shot entirely at 70 metres.  Matches consisted of 27 arrows, 9 per archer.",na,,,
29313,"Lightweight (≤67½ kilograms), Men",1964 Summer Olympics,16,Weightlifting,/editions/16/sports/WLF,13 October 1964 — 10:00-16:00,"Shibuya Kokaido, Shibuya, Tokyo",20 from 18 countries,"Total of best lifts in military press, snatch, and clean & jerk determined placement.  Ties broken by lightest bodyweight.",na,,,
925264,"Festival for Societies of the Seine, Swimming, Individual, Men",1900 Summer Olympics,2,Artistic Gymnastics,/editions/2/sports/GAR, 2 September 1900,"Vélodrome Municipal de Vincennes, Paris",3 from 1 countries,na,na,,,
133294,"Super-Heavyweight, Freestyle (≤130 kilograms), Men",2000 Summer Olympics,25,Wrestling,/editions/25/sports/WRE,29 September –  1 October 2000 — 09:30-17:00 (all days),"Sydney Exhibition Centre, Sydney Convention and Exhibition Centre, Sydney, New South Wales (Halls 1 & 2)",18 from 18 countries,"Round-robin pools, winner of each pool advanced to single-elimination tournament.",na,,,
350464,"Parallel Giant Slalom, Men",2014 Winter Olympics,58,Snowboarding,/editions/58/sports/SBD,19 February 2014,"Ekstrim-Park Rosa Khutor, Krasnaya Polyana / Ekstrim-Park Rosa Khutor, Krasnaya Polyana",32 from 12 countries,na,RUS,,,
70009,"Individual All-Around, Apparatus Work and Field Sports, Men",1904 Summer Olympics,3,Artistic Gymnastics,/editions/3/sports/GAR,1 –  2 July 1904,"Francis Field, Washington University, St. Louis",119 from 2 countries,"Each competitor executed three routines on the horizontal bar and parallel bars - two compulsory and one optional. All competitors performed a compulsory routine on the long horse, a compulsory routine on the side horse, and an optional routine on the side horse. They then competed in the 100 yard dash, long jump, and shot put.",na,,,
128779,"Flyweight, Freestyle (≤52 kilograms), Men",1984 Summer Olympics,21,Wrestling,/editions/21/sports/WRE,8 – 10 August 1984 — 12:00-15:00-18:00-20:30 (all days),"Anaheim Convention Center, Anaheim, California, USA",17 from 17 countries,"Two groups of competitors.  Placement within each group decided by a series of matches with positive points awarded for each result, from 4.0 for victory by fall, to 0.0 for defeat by fall.  When three wrestlers remained within a group, they wrestled a round-robin series to determine the top three placements within the group.  The winners of each group then wrestled for 1st and 2nd place.  Runners-up in each group wrestled for 3rd and 4th place.  Third-place finishers within each group wrestled for 5th and 6th place..",na,,,
54195,"Platform, Men",1972 Summer Olympics,18,Diving,/editions/18/sports/DIV,3 –  4 September 1972,"Schwimmhalle, Olympiapark, München",35 from 18 countries,10 metre platform.,na,,,
1893,"18 kilometres, Men",1932 Winter Olympics,31,Cross Country Skiing,/editions/31/sports/CCS,10 February 1932 — 9:30,"James C. Sheffield Speed Skating Oval, Lake Placid",42 from 11 countries,na,"Course Length: 18,214 mHeight Differential: ?Maximum Climb: ?Total Climbing: ?",,,
905501,"Ice Hockey, Exhibition (Match #4), Men",1932 Winter Olympics,31,Ice Hockey,/editions/31/sports/IHO, 6 February 1932 — 20:15,"Olympic Arena, Lake Placid",21 from 3 countries,na,na,,,
18000760,"Trap, Women",2020 Summer Olympics,61,Shooting,/editions/61/sports/SHO,28 – 29 July 2021,"Asaka Shooting Range, Nerima, Tokyo",26 from 19 countries,na,na,,,
62396,"Discus Throw, Men",1980 Summer Olympics,20,Athletics,/editions/20/sports/ATH,27 – 28 July 1980,"Bolshaya arena, Tsentralny stadion imeni V.I. Lenina, Moskva",18 from 12 countries,na,na,,,
70659,"Rings, Men",1992 Summer Olympics,23,Artistic Gymnastics,/editions/23/sports/GAR,29 July –  2 August 1992,"Palau Sant Jordi, Barcelona",93 from 25 countries,na,na,,,
77461,"Épée, Individual, Men",1928 Summer Olympics,9,Fencing,/editions/9/sports/FEN,6 –  7 August 1928,"Schermzaal, Amsterdam",59 from 22 countries,na,na,,,
647,"1,000 metres, Men",1998 Winter Olympics,46,Short Track Speed Skating,/editions/46/sports/STK,17 February 1998,"White Ring, Nagano",30 from 16 countries,"Placements 1-8 based on final and B final.  Deeper placements based on points earned in earlier rounds, and time in final round skated.",na,,,
19001777,"Beach Volleyball, Women",2020 Summer Olympics,61,Beach Volleyball,/editions/61/sports/VBV,24 July –  6 August 2021,"Shiokaze Park Stadium, 1 Higashiyashio, Shinagawa City, Tokyo 135-0092, Japan",46 from 16 countries,Top 16 teams from round-robin pools advanced to the single-elimination tournament.,na,,,
60024,"Long Jump, Women",1960 Summer Olympics,15,Athletics,/editions/15/sports/ATH,31 August 1960,"Stadio Olimpico, Roma",30 from 18 countries,na,na,,,
103487,"Foil, Individual, Men",1980 Summer Olympics,20,Fencing,/editions/20/sports/FEN,22 – 23 July 1980,"Futbolny polya, Legkoatletichesky futbolny kompleks, Moskva",37 from 16 countries,na,na,,,
21877,"Bantamweight (≤118 pounds), Men",1932 Summer Olympics,10,Boxing,/editions/10/sports/BOX,9 – 13 August 1932,"Grand Olympic Auditorium, Los Angeles, California",10 from 10 countries,Single elimination tournament.,na,,,
57080,"400 metres, Men",1920 Summer Olympics,7,Athletics,/editions/7/sports/ATH,19 – 20 August 1920,"Olympisch Stadion, Antwerpen",37 from 16 countries,na,na,,,
154865,"Team Pursuit, 4,000 metres, Men",1996 Summer Olympics,24,Cycling Track,/editions/24/sports/CTR,26 – 27 July 1996,"Stone Mountain Velodrome, Stone Mountain, Georgia",70 from 17 countries,na,na,,,
60629,"4 × 100 metres Relay, Men",1968 Summer Olympics,17,Athletics,/editions/17/sports/ATH,19 – 20 October 1968,"Estadio Olímpico Universitario, Ciudad de México",76 from 19 countries,na,na,,,
61663,"800 metres, Men",1976 Summer Olympics,19,Athletics,/editions/19/sports/ATH,23 – 25 July 1976,"Stade olympique, Parc olympique, Montréal, Québec",42 from 31 countries,na,na,,,
353784,"Platform, Men",2016 Summer Olympics,59,Diving,/editions/59/sports/DIV,19 – 20 August 2016,"Parque Aquático Maria Lenk, Parque Olímpico da Barra, Barra da Tijuca, Rio de Janeiro",28 from 18 countries,10 metre platform.,na,,,
322154,"200 metres Individual Medley, Women",2012 Summer Olympics,54,Swimming,/editions/54/sports/SWM,30 – 31 July 2012,"London Aquatics Centre, Olympic Park, Stratford, London",34 from 28 countries,na,na,,,
18000430,"Shortboard, Women",2020 Summer Olympics,61,Surfing,/editions/61/sports/SRF,25 – 27 July 2021,"Tsurigasaki Surfing Beach, Torami, Chiba",20 from 12 countries,na,na,,,
5282,"100 metres Backstroke, Men",1952 Summer Olympics,13,Swimming,/editions/13/sports/SWM,30 July –  1 August 1952,"Helsingin Uimastadion, Helsinki",38 from 25 countries,na,na,,,
925109,"Jeu de berges, Quartets, Men",1900 Summer Olympics,2,Boules,/editions/2/sports/BOU,15 – 16 August 1900,"Boulodrome de Saint-Mandé, Parc de Vincennes, Paris",4 from 1 countries,na,na,,,
43541,"Team, Women",2004 Summer Olympics,26,Artistic Swimming,/editions/26/sports/SWA,26 – 27 August 2004,"Olympiako Kentro Ugrou Stivou, Olympiako Athletiko Kentro Athinon Spiros Loues, Athina",69 from 8 countries,Technical and free routines.  Final total is sum of 50% of technical routine score and 50% of free routine score.,na,,,
257631,"Marathon, Women",2008 Summer Olympics,53,Athletics,/editions/53/sports/ATH,17 August 2008 — 7:30,"Beijing Guojia Tiyuchang, Beijing Aolinpike Gongyuan, Beijing",81 from 45 countries,"42,195 metres (26 miles, 385 yards) point-to-point.",na,,,
9000116,"Slalom, Women1",2018 Winter Olympics,60,Alpine Skiing,/editions/60/sports/ALP,16 February 2018 — 10:00,"Yongpyong Alpine Centre, Mountain Cluster, Daegwallyeong (Rainbow 1)",78 from 46 countries,"Two runs, total time determined placement.","Gates: 63Length: ?Start Altitude: 1,169 mVertical Drop: 204 m",,,
51807,"Skeet, Open",1988 Summer Olympics,22,Shooting,/editions/22/sports/SHO,24 September 1988 — 14:00,"Taeneung International Shooting Range, Seoul",52 from 31 countries,na,na,,,
54240,"Springboard, Men",1988 Summer Olympics,22,Diving,/editions/22/sports/DIV,19 – 20 September 1988,"Su-yeong-jang, Ol-lim-pik Gong-won, Seoul",35 from 23 countries,3 metre springboard.,na,,,
